Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value
64,Bhutan,2020,Major trading partner 1 (% of exports),India,,90.6
64,Bhutan,2023,Major trading partner 1 (% of exports),India,,85.8
64,Bhutan,2015,Major trading partner 1 (% of imports),India,,72.7
64,Bhutan,2020,Major trading partner 1 (% of imports),India,,75
64,Bhutan,2023,Major trading partner 1 (% of imports),India,,81.6
64,Bhutan,2015,Major trading partner 2 (% of exports),Italy,,1.4
64,Bhutan,2020,Major trading partner 2 (% of exports),Italy,,2.6
64,Bhutan,2023,Major trading partner 2 (% of exports),Italy,,4.7
64,Bhutan,2015,Major trading partner 2 (% of imports),China,,1.6
64,Bhutan,2020,Major trading partner 2 (% of imports),China,,1.6
64,Bhutan,2023,Major trading partner 2 (% of imports),China,,5.2
64,Bhutan,2015,Major trading partner 3 (% of exports),Nepal,,1.1
64,Bhutan,2020,Major trading partner 3 (% of exports),Nepal,,4
64,Bhutan,2023,Major trading partner 3 (% of exports),Nepal,,2.1
64,Bhutan,2015,Major trading partner 3 (% of imports),Indonesia,,0.1
64,Bhutan,2020,Major trading partner 3 (% of imports),Indonesia,,0.1
64,Bhutan,2023,Major trading partner 3 (% of imports),Indonesia,,4.7
68,Bolivia (Plurin. State of),2015,Major trading partner 1 (% of exports),Brazil,,27.5
68,Bolivia (Plurin. State of),2020,Major trading partner 1 (% of exports),Brazil,,15.9
68,Bolivia (Plurin. State of),2023,Major trading partner 1 (% of exports),Brazil,,14.4
68,Bolivia (Plurin. State of),2015,Major trading partner 1 (% of imports),China,,18.1
68,Bolivia (Plurin. State of),2020,Major trading partner 1 (% of imports),China,,22.3
68,Bolivia (Plurin. State of),2023,Major trading partner 1 (% of imports),China,,20.8
68,Bolivia (Plurin. State of),2015,Major trading partner 2 (% of exports),India,,2.2
68,Bolivia (Plurin. State of),2020,Major trading partner 2 (% of exports),India,,10.2
68,Bolivia (Plurin. State of),2023,Major trading partner 2 (% of exports),India,,12.1
68,Bolivia (Plurin. State of),2015,Major trading partner 2 (% of imports),Brazil,,16.4
68,Bolivia (Plurin. State of),2020,Major trading partner 2 (% of imports),Brazil,,16.9
68,Bolivia (Plurin. State of),2023,Major trading partner 2 (% of imports),Brazil,,16.7
68,Bolivia (Plurin. State of),2015,Major trading partner 3 (% of exports),China,,5.3
68,Bolivia (Plurin. State of),2020,Major trading partner 3 (% of exports),China,,5.1
68,Bolivia (Plurin. State of),2023,Major trading partner 3 (% of exports),China,,10.7
68,Bolivia (Plurin. State of),2015,Major trading partner 3 (% of imports),Argentina,,11.8
68,Bolivia (Plurin. State of),2020,Major trading partner 3 (% of imports),Argentina,,10.1
68,Bolivia (Plurin. State of),2023,Major trading partner 3 (% of imports),Argentina,,9.4
70,Bosnia and Herzegovina,2015,Major trading partner 1 (% of exports),Germany,,16.8
70,Bosnia and Herzegovina,2020,Major trading partner 1 (% of exports),Germany,,15.5
70,Bosnia and Herzegovina,2023,Major trading partner 1 (% of exports),Germany,,16
70,Bosnia and Herzegovina,2015,Major trading partner 1 (% of imports),Italy,,11.1
70,Bosnia and Herzegovina,2020,Major trading partner 1 (% of imports),Italy,,11.5
70,Bosnia and Herzegovina,2023,Major trading partner 1 (% of imports),Italy,,13.9
70,Bosnia and Herzegovina,2015,Major trading partner 2 (% of exports),Croatia,,10.5
70,Bosnia and Herzegovina,2020,Major trading partner 2 (% of exports),Croatia,,12.9
70,Bosnia and Herzegovina,2023,Major trading partner 2 (% of exports),Croatia,,15.3
70,Bosnia and Herzegovina,2015,Major trading partner 2 (% of imports),Germany,,12.1
70,Bosnia and Herzegovina,2020,Major trading partner 2 (% of imports),Germany,,12.3
70,Bosnia and Herzegovina,2023,Major trading partner 2 (% of imports),Germany,,12
70,Bosnia and Herzegovina,2015,Major trading partner 3 (% of exports),Serbia,,9.5
70,Bosnia and Herzegovina,2020,Major trading partner 3 (% of exports),Serbia,,11.6
70,Bosnia and Herzegovina,2023,Major trading partner 3 (% of exports),Serbia,,13.2
70,Bosnia and Herzegovina,2015,Major trading partner 3 (% of imports),Serbia,,10.9
70,Bosnia and Herzegovina,2020,Major trading partner 3 (% of imports),Serbia,,11.3
70,Bosnia and Herzegovina,2023,Major trading partner 3 (% of imports),Serbia,,10.3
72,Botswana,2015,Major trading partner 1 (% of exports),United Arab Emirates,,5.3
72,Botswana,2020,Major trading partner 1 (% of exports),United Arab Emirates,,21.9
72,Botswana,2023,Major trading partner 1 (% of exports),United Arab Emirates,,29.8
72,Botswana,2015,Major trading partner 1 (% of imports),South Africa,,65.3
72,Botswana,2020,Major trading partner 1 (% of imports),South Africa,,58.3
72,Botswana,2023,Major trading partner 1 (% of imports),South Africa,,65
72,Botswana,2015,Major trading partner 2 (% of exports),Belgium,,19.8
72,Botswana,2020,Major trading partner 2 (% of exports),Belgium,,21.2
72,Botswana,2023,Major trading partner 2 (% of exports),Belgium,,17.9
72,Botswana,2015,Major trading partner 2 (% of imports),Namibia,,14.5
72,Botswana,2020,Major trading partner 2 (% of imports),Namibia,,7.5
72,Botswana,2023,Major trading partner 2 (% of imports),Namibia,,7.7
72,Botswana,2015,Major trading partner 3 (% of exports),India,,12.4
72,Botswana,2020,Major trading partner 3 (% of exports),India,,20.9
72,Botswana,2023,Major trading partner 3 (% of exports),India,,12.3
72,Botswana,2015,Major trading partner 3 (% of imports),Canada,,6.3
72,Botswana,2020,Major trading partner 3 (% of imports),Canada,,3.2
72,Botswana,2023,Major trading partner 3 (% of imports),Canada,,4.9
76,Brazil,2015,Major trading partner 1 (% of exports),China,,18.8
76,Brazil,2020,Major trading partner 1 (% of exports),China,,32.4
76,Brazil,2023,Major trading partner 1 (% of exports),China,,30.7
76,Brazil,2015,Major trading partner 1 (% of imports),China,,17.7
76,Brazil,2020,Major trading partner 1 (% of imports),China,,22.1
76,Brazil,2023,Major trading partner 1 (% of imports),China,,22.2
76,Brazil,2015,Major trading partner 2 (% of exports),United States,,13.8
76,Brazil,2020,Major trading partner 2 (% of exports),United States,,10.3
76,Brazil,2023,Major trading partner 2 (% of exports),United States,,11
76,Brazil,2015,Major trading partner 2 (% of imports),United States,,15.5
76,Brazil,2020,Major trading partner 2 (% of imports),United States,,17.9
76,Brazil,2023,Major trading partner 2 (% of imports),United States,,15.9
76,Brazil,2015,Major trading partner 3 (% of exports),Argentina,,6.8
76,Brazil,2020,Major trading partner 3 (% of exports),Argentina,,4.1
76,Brazil,2023,Major trading partner 3 (% of exports),Argentina,,4.9
76,Brazil,2015,Major trading partner 3 (% of imports),Germany,,5.9
76,Brazil,2020,Major trading partner 3 (% of imports),Germany,,5.8
76,Brazil,2023,Major trading partner 3 (% of imports),Germany,,5.4
96,Brunei Darussalam,2015,Major trading partner 1 (% of exports),Australia,,3.5
96,Brunei Darussalam,2020,Major trading partner 1 (% of exports),Australia,,5
96,Brunei Darussalam,2023,Major trading partner 1 (% of exports),Australia,,21.6
96,Brunei Darussalam,2015,Major trading partner 1 (% of imports),Malaysia,,21.2
96,Brunei Darussalam,2020,Major trading partner 1 (% of imports),Malaysia,,17.4
96,Brunei Darussalam,2023,Major trading partner 1 (% of imports),Malaysia,,26.4
96,Brunei Darussalam,2015,Major trading partner 2 (% of exports),Singapore,,3.5
96,Brunei Darussalam,2020,Major trading partner 2 (% of exports),Singapore,,21.3
96,Brunei Darussalam,2023,Major trading partner 2 (% of exports),Singapore,,17.1
96,Brunei Darussalam,2015,Major trading partner 2 (% of imports),United Arab Emirates,,0.2
96,Brunei Darussalam,2020,Major trading partner 2 (% of imports),United Arab Emirates,,4.3
96,Brunei Darussalam,2023,Major trading partner 2 (% of imports),United Arab Emirates,,10.9
96,Brunei Darussalam,2015,Major trading partner 3 (% of exports),China,,1.5
96,Brunei Darussalam,2020,Major trading partner 3 (% of exports),China,,17.7
96,Brunei Darussalam,2023,Major trading partner 3 (% of exports),China,,16.7
96,Brunei Darussalam,2015,Major trading partner 3 (% of imports),China,,10.4
96,Brunei Darussalam,2020,Major trading partner 3 (% of imports),China,,10.8
96,Brunei Darussalam,2023,Major trading partner 3 (% of imports),China,,10.5
100,Bulgaria,2015,Major trading partner 1 (% of exports),Germany,,13.3
100,Bulgaria,2020,Major trading partner 1 (% of exports),Germany,,17.7
100,Bulgaria,2023,Major trading partner 1 (% of exports),Germany,,13.7
100,Bulgaria,2015,Major trading partner 1 (% of imports),Germany,,12.9
100,Bulgaria,2020,Major trading partner 1 (% of imports),Germany,,12.1
100,Bulgaria,2023,Major trading partner 1 (% of imports),Germany,,12.4
100,Bulgaria,2015,Major trading partner 2 (% of exports),Romania,,9
100,Bulgaria,2020,Major trading partner 2 (% of exports),Romania,,8.8
100,Bulgaria,2023,Major trading partner 2 (% of exports),Romania,,9.2
100,Bulgaria,2015,Major trading partner 2 (% of imports),Türkiye,,5.7
100,Bulgaria,2020,Major trading partner 2 (% of imports),Türkiye,,7.1
100,Bulgaria,2023,Major trading partner 2 (% of imports),Türkiye,,8.2
100,Bulgaria,2015,Major trading partner 3 (% of exports),Italy,,9.2
100,Bulgaria,2020,Major trading partner 3 (% of exports),Italy,,7
100,Bulgaria,2023,Major trading partner 3 (% of exports),Italy,,7.2
100,Bulgaria,2015,Major trading partner 3 (% of imports),Romania,,6.8
100,Bulgaria,2020,Major trading partner 3 (% of imports),Romania,,7.3
100,Bulgaria,2023,Major trading partner 3 (% of imports),Romania,,6.8
854,Burkina Faso,2015,Major trading partner 1 (% of exports),Switzerland,,49.7
854,Burkina Faso,2020,Major trading partner 1 (% of exports),Switzerland,,76.3
854,Burkina Faso,2023,Major trading partner 1 (% of exports),Switzerland,,67.6
854,Burkina Faso,2015,Major trading partner 1 (% of imports),Côte d’Ivoire,,8.3
854,Burkina Faso,2020,Major trading partner 1 (% of imports),Côte d’Ivoire,,8.2
854,Burkina Faso,2023,Major trading partner 1 (% of imports),Côte d’Ivoire,,13.9
854,Burkina Faso,2015,Major trading partner 2 (% of exports),United Arab Emirates,,0.5
854,Burkina Faso,2020,Major trading partner 2 (% of exports),United Arab Emirates,,0.3
854,Burkina Faso,2023,Major trading partner 2 (% of exports),United Arab Emirates,,8.5
854,Burkina Faso,2015,Major trading partner 2 (% of imports),China,,12.1
854,Burkina Faso,2020,Major trading partner 2 (% of imports),China,,12.4
854,Burkina Faso,2023,Major trading partner 2 (% of imports),China,,13.7
854,Burkina Faso,2015,Major trading partner 3 (% of exports),Mali,,2
854,Burkina Faso,2020,Major trading partner 3 (% of exports),Mali,,0.9
854,Burkina Faso,2023,Major trading partner 3 (% of exports),Mali,,6
854,Burkina Faso,2015,Major trading partner 3 (% of imports),Russian Federation,,2
854,Burkina Faso,2020,Major trading partner 3 (% of imports),Russian Federation,,6.9
854,Burkina Faso,2023,Major trading partner 3 (% of imports),Russian Federation,,8.9
108,Burundi,2015,Major trading partner 1 (% of exports),United Arab Emirates,,12.7
108,Burundi,2020,Major trading partner 1 (% of exports),United Arab Emirates,,32.4
108,Burundi,2023,Major trading partner 1 (% of exports),United Arab Emirates,,28
108,Burundi,2015,Major trading partner 1 (% of imports),Saudi Arabia,,6.3
108,Burundi,2020,Major trading partner 1 (% of imports),Saudi Arabia,,11.8
108,Burundi,2023,Major trading partner 1 (% of imports),Saudi Arabia,,14.7
108,Burundi,2015,Major trading partner 2 (% of exports),Dem. Rep. of Congo,,24.8
108,Burundi,2020,Major trading partner 2 (% of exports),Dem. Rep. of Congo,,19.7
108,Burundi,2023,Major trading partner 2 (% of exports),Dem. Rep. of Congo,,18.6
108,Burundi,2015,Major trading partner 2 (% of imports),China,,12.6
108,Burundi,2020,Major trading partner 2 (% of imports),China,,15.7
108,Burundi,2023,Major trading partner 2 (% of imports),China,,14.1
108,Burundi,2015,Major trading partner 3 (% of exports),Switzerland,,19.8
108,Burundi,2020,Major trading partner 3 (% of exports),Switzerland,,5
108,Burundi,2023,Major trading partner 3 (% of exports),Switzerland,,9.5
108,Burundi,2015,Major trading partner 3 (% of imports),United Arab Emirates,,4.9
108,Burundi,2020,Major trading partner 3 (% of imports),United Arab Emirates,,6.9
108,Burundi,2023,Major trading partner 3 (% of imports),United Arab Emirates,,13.9
132,Cabo Verde,2015,Major trading partner 1 (% of exports),Spain,,69
132,Cabo Verde,2020,Major trading partner 1 (% of exports),Spain,,63
132,Cabo Verde,2023,Major trading partner 1 (% of exports),Spain,,57.6
132,Cabo Verde,2015,Major trading partner 1 (% of imports),Portugal,,43.6
132,Cabo Verde,2020,Major trading partner 1 (% of imports),Portugal,,42
132,Cabo Verde,2023,Major trading partner 1 (% of imports),Portugal,,45.2
132,Cabo Verde,2015,Major trading partner 2 (% of exports),Italy,,2
132,Cabo Verde,2020,Major trading partner 2 (% of exports),Italy,,11.6
132,Cabo Verde,2023,Major trading partner 2 (% of exports),Italy,,20.1
132,Cabo Verde,2015,Major trading partner 2 (% of imports),Spain,,7.3
132,Cabo Verde,2020,Major trading partner 2 (% of imports),Spain,,8.5
132,Cabo Verde,2023,Major trading partner 2 (% of imports),Spain,,8.6
132,Cabo Verde,2015,Major trading partner 3 (% of exports),Portugal,,14.1
132,Cabo Verde,2020,Major trading partner 3 (% of exports),Portugal,,15.1
132,Cabo Verde,2023,Major trading partner 3 (% of exports),Portugal,,18.8
132,Cabo Verde,2015,Major trading partner 3 (% of imports),Togo,,0.3
132,Cabo Verde,2020,Major trading partner 3 (% of imports),Togo,,0
132,Cabo Verde,2023,Major trading partner 3 (% of imports),Togo,,6.7
116,Cambodia,2015,Major trading partner 1 (% of exports),United States,,25
116,Cambodia,2020,Major trading partner 1 (% of exports),United States,,30.1
116,Cambodia,2023,Major trading partner 1 (% of exports),United States,,43.6
116,Cambodia,2015,Major trading partner 1 (% of imports),China,,36.8
116,Cambodia,2020,Major trading partner 1 (% of imports),China,,37.1
116,Cambodia,2023,Major trading partner 1 (% of imports),China,,34.9
116,Cambodia,2015,Major trading partner 2 (% of exports),China,,4.7
116,Cambodia,2020,Major trading partner 2 (% of exports),China,,6.1
116,Cambodia,2023,Major trading partner 2 (% of exports),China,,6
116,Cambodia,2015,Major trading partner 2 (% of imports),Viet Nam,,8.7
116,Cambodia,2020,Major trading partner 2 (% of imports),Viet Nam,,13.9
116,Cambodia,2023,Major trading partner 2 (% of imports),Viet Nam,,13.2
116,Cambodia,2015,Major trading partner 3 (% of exports),Japan,,6.7
116,Cambodia,2020,Major trading partner 3 (% of exports),Japan,,6
116,Cambodia,2023,Major trading partner 3 (% of exports),Japan,,5.7
116,Cambodia,2015,Major trading partner 3 (% of imports),Thailand,,14.6
116,Cambodia,2020,Major trading partner 3 (% of imports),Thailand,,15
116,Cambodia,2023,Major trading partner 3 (% of imports),Thailand,,12.8
120,Cameroon,2015,Major trading partner 1 (% of exports),China,,12.5
120,Cameroon,2020,Major trading partner 1 (% of exports),China,,21.6
120,Cameroon,2023,Major trading partner 1 (% of exports),China,,25.9
120,Cameroon,2015,Major trading partner 1 (% of imports),China,,19.4
120,Cameroon,2020,Major trading partner 1 (% of imports),China,,17.5
120,Cameroon,2023,Major trading partner 1 (% of imports),China,,17
120,Cameroon,2015,Major trading partner 2 (% of exports),Netherlands,,16.3
120,Cameroon,2020,Major trading partner 2 (% of exports),Netherlands,,9.4
120,Cameroon,2023,Major trading partner 2 (% of exports),Netherlands,,12.4
120,Cameroon,2015,Major trading partner 2 (% of imports),France,,10.3
120,Cameroon,2020,Major trading partner 2 (% of imports),France,,8.7
